CVE_SUBCUE,SUBCUENCA,TIPO,AREA,PERIMETRO,CVE_CUE,iie_2018_mean,iie_2018_variance,iie_2018_count,EDOS_CUE
RH01Ca,"A. de Maneadero",EXORREICA,862.92 km²,225.03 km,RH01C,0.803376733462144,0.0676537034206786,13737,"BC"
RH08Cb,"R. Sonoyta",EXORREICA,5229.73 km²,445.45 km,RH08C,0.910402499412228,0.0243270330742654,83267,"SR"
RH01Cb,"B. Ensenada",EXORREICA,756.63 km²,203.84 km,RH01C,0.741342648567831,0.11171346448516,11952,"BC"
RH07Bh,"R. Bajo R¡o Colorado",EXORREICA,1578.16 km²,224.00 km,RH07B,0.849825817943141,0.0493933553294566,24837,"BC,SR"
RH01Cc,"R. Guadalupe",EXORREICA,2402.67 km²,351.99 km,RH01C,0.808429021727716,0.0725582973808418,38338,"BC"
RH07Bg,"R. Pescadores",EXORREICA,218.71 km²,64.14 km,RH07B,0.237163011447547,0.0301055093759802,3490,"BC,SR"
RH07Aa,"C. Sánchez - Mejorada",EXORREICA,1111.84 km²,208.79 km,RH07A,0.79042696161193,0.0867215776190157,17535,"BC,SR"
RH08Cc,"(Desierto Altar)",EXORREICA,10649.11 km²,525.91 km,RH08C,0.929763556778774,0.0215266026362053,169157,"SR"
RH07Bf,"R. Hardy",EXORREICA,632.09 km²,143.84 km,RH07B,0.454713698753693,0.142197078583187,9783,"BC,SR"
RH01Cd,"A. El Descanso",EXORREICA,653.06 km²,185.15 km,RH01C,0.568551114340922,0.1539766777686,10175,"BC"
RH01Cf,"R. Tijuana",EXORREICA,732.84 km²,187.00 km,RH01C,0.413179436750007,0.177226781220824,11509,"BC"
RH01Ce,"R. Las Palmas",EXORREICA,2507.31 km²,351.46 km,RH01C,0.796628351642362,0.0731872714173692,39971,"BC"
RH04Bb,"L. Salado",ENDORREICA,6169.33 km²,516.22 km,RH04B,0.942853104871043,0.0139904205718569,98574,"BC"
RH07Bb,"R. Las Abejas",EXORREICA,331.16 km²,90.21 km,RH07B,0.170557393404882,0.00227330901495188,5294,"BC,SR"
RH07Bd,"Canal Cerro Prieto",EXORREICA,2066.69 km²,362.08 km,RH07B,0.526349159149828,0.166788598555783,32613,"BC,SR"
RH07Bc,"Canal del Álamo",EXORREICA,462.70 km²,104.24 km,RH07B,0.372255923159675,0.1180674486704,7357,"BC,SR"
RH07Ba,"R. Colorado",EXORREICA,731.82 km²,199.86 km,RH07B,0.186197607412225,0.017481730438827,11551,"BC,SR"
RH31Be,"Varias",EXORREICA,969.95 km²,234.19 km,RH31B,0.548353058664159,0.046924042771271,15080,"CC,YN"
